path_no,x(m),y(m)
1404,-10.287854358783,-3.12715464694908
1405,-10.2905007029352,-3.14198542195193
1406,-10.2919404937924,-3.15235557662812
1407,-10.2925520102106,-3.15836021499526
1408,-10.2927700191441,-3.16131014581327
1409,-10.2928008112758,-3.16177517315451
1410,-10.2928025944959,-3.16179234869741
1411,-10.2928044507246,-3.16180982623335
1412,-10.2928063424472,-3.16182746686708
1413,-10.2928082651141,-3.16184524583366
1414,-10.2928629460952,-3.16279363364107
1415,-10.2930870180846,-3.1668720532853
1416,-10.2933981715992,-3.17494974716146
1417,-10.293459759272,-3.19008562594791
1418,-10.292952121271,-3.21179684555005
1419,-10.2921770523257,-3.23616781731502
1420,-10.2909526080122,-3.26123611621323
1421,-10.2892341722686,-3.28636138631484
1422,-10.2869333961246,-3.31190584828892
1423,-10.2840334945798,-3.3375556330822
1424,-10.2805547022342,-3.36321439419054
1425,-10.2765415194394,-3.38868127203439
1426,-10.2720309266545,-3.41401194487684
1427,-10.2669699411987,-3.43934634181838
1428,-10.2613973167286,-3.46469367098826
1429,-10.25542697829,-3.48988281843406
1430,-10.2490279649372,-3.51483316464255
1431,-10.2426208747867,-3.53811103087509
1432,-10.2355581422507,-3.56234197667724
1433,-10.2279731617207,-3.58651674346926
1434,-10.2201078385729,-3.60988392764626
1435,-10.2114389241419,-3.63421054707548
1436,-10.2025503440329,-3.65774916374645
1437,-10.1932137678592,-3.68122813058756
1438,-10.1833101434627,-3.70510590433056
1439,-10.1730074363357,-3.72880448775863
1440,-10.1622971670862,-3.75236162364767
1441,-10.15158172241,-3.77482829261421
1442,-10.140243402452,-3.79748986809541
1443,-10.1282586663879,-3.82030661636616
1444,-10.1161557949731,-3.84229928133871
1445,-10.103568544943,-3.86417544035356
1446,-10.0902956663221,-3.88646534964382
1447,-10.0767064971987,-3.90855211970481
1448,-10.0628250512032,-3.93030437537333
1449,-10.0486141624678,-3.95190564259967
1450,-10.0340738357959,-3.97340278996837
1451,-10.0195916035702,-3.99417604467354
1452,-10.0052977145884,-4.014041503515
1453,-9.99030988625419,-4.0343629651428
1454,-9.97524284564805,-4.05427669294607
1455,-9.95977670513847,-4.07422769605653
1456,-9.94376433608544,-4.09434284976844
1457,-9.92742921471718,-4.11435655995758
1458,-9.91075470052102,-4.13424611442678
1459,-9.89386554392957,-4.15399064971226
1460,-9.87684210990716,-4.17352353230107
1461,-9.85962911436844,-4.19282041164163
1462,-9.84293156848391,-4.21118443337684
1463,-9.82594306835325,-4.22955593112245
1464,-9.80824566259125,-4.24847618870394
1465,-9.79097811937949,-4.26671905450617
1466,-9.77338866150804,-4.28505222172377
1467,-9.75577128454679,-4.30310118908194
1468,-9.73791821722476,-4.32109768668184
1469,-9.71954938568897,-4.33933152524022
1470,-9.70159459216263,-4.35692434827129
1471,-9.68358499814075,-4.37439148391865
1472,-9.66555532643125,-4.39175000558173
1473,-9.64735720603559,-4.40896877482278
1474,-9.62878085123655,-4.42610638656471
1475,-9.60971048954537,-4.44345351486786
1476,-9.59039796392367,-4.46081576892151
1477,-9.57141087200996,-4.477721985473
1478,-9.55241126436785,-4.49448889769939
1479,-9.53352946601187,-4.51083817445645
1480,-9.51561904828026,-4.52606566642978
1481,-9.49716941443212,-4.54151780986729
1482,-9.47815220904911,-4.55715182096215
1483,-9.46039191950213,-4.57150649095898
1484,-9.44773264510568,-4.58122725503653
1485,-9.44121106773267,-4.5858275641793
1486,-9.43894402468669,-4.58730717153737
1487,-9.43894945902022,-4.58730204940822
1488,-9.43897151850076,-4.587285818508
1489,-9.43899344956298,-4.58726962544886
1490,-9.43901529156479,-4.58725345204965
1491,-9.439037071259,-4.58723728816266
1492,-9.43905880907257,-4.5872211260241
1493,-9.43908051468108,-4.58720496396743
1494,-9.43756411646947,-4.58817656221489
1495,-9.43009074391546,-4.59309946497361
1496,-9.41883258905416,-4.60068978055674
1497,-9.40631993220411,-4.60883615344643
1498,-9.39193727848419,-4.61767998178133
1499,-9.37537682309899,-4.62723452836411
1500,-9.35606250876825,-4.63782450043399
1501,-9.33495258990175,-4.6485369547572
1502,-9.31262892434402,-4.65898012896448
1503,-9.28904361030235,-4.66894475607271
1504,-9.26507367045351,-4.67795771887706
1505,-9.2407823516583,-4.68603469183766
1506,-9.21615491203593,-4.69326472778562
1507,-9.19119120069742,-4.69970957264996
1508,-9.16599034869811,-4.70536651970546
1509,-9.14083144649019,-4.7102073424412
1510,-9.11544314787291,-4.71436351636435
1511,-9.08982846708354,-4.71787551151679
1512,-9.06412641814468,-4.72078442488237
1513,-9.03872034227419,-4.723120026066
1514,-9.01306422083462,-4.72483177108543
1515,-8.98813423312328,-4.72579479559719
1516,-8.96304124343922,-4.72608315018699
1517,-8.93717028215557,-4.72582593145082
1518,-8.91132736527011,-4.72505817360967
1519,-8.88557197981662,-4.7238170694392
1520,-8.8597722092335,-4.72219453938736
1521,-8.83388322165734,-4.72024136722454
1522,-8.80839705057377,-4.71801697217773
1523,-8.78342675661983,-4.71557151307711
1524,-8.75887030010476,-4.7129903216955
1525,-8.73422007889891,-4.7101998535945
1526,-8.70835764292963,-4.70711680548738
1527,-8.68264860816299,-4.70394155469718
1528,-8.6569163815002,-4.70070579626956
1529,-8.6310899656376,-4.69741825591905
1530,-8.60524397466678,-4.69406039554458
1531,-8.5796413304572,-4.69047905703633
1532,-8.55520721913357,-4.68683561572685
1533,-8.53001135418336,-4.68286617447204
1534,-8.50509792060349,-4.67881935190619
1535,-8.48078957785627,-4.67474328765738
1536,-8.45527138462429,-4.67035243096517
1537,-8.42961304952185,-4.66594310720879
1538,-8.40388179251398,-4.661561223838
1539,-8.37831940515464,-4.65721900060385
1540,-8.35274080443316,-4.65288998794828
1541,-8.32706209600878,-4.64858092506237
1542,-8.30130348500853,-4.64430965995748
1543,-8.27570363600687,-4.64011319610443
1544,-8.25008620731394,-4.63597141770842
1545,-8.22435776161911,-4.63188757930791
1546,-8.19854589742441,-4.62788248209585
1547,-8.17288388135677,-4.62398382869083
1548,-8.14721177093605,-4.62017354530139
1549,-8.12142957087993,-4.61642190181823
1550,-8.09557443944481,-4.61275569453485
1551,-8.06990962963574,-4.60917617358877
1552,-8.04420915460162,-4.60562019511857
1553,-8.01840932947768,-4.60207625955495
1554,-7.99255339886053,-4.59857438689855
1555,-7.96684272766226,-4.59511668838043
1556,-7.94110773659206,-4.59172635828075
1557,-7.91525169603107,-4.58841783194954
1558,-7.88934478871933,-4.5852260943293
1559,-7.86358682753867,-4.58214379189374
1560,-7.83779497667716,-4.57916519075322
1561,-7.81188517112804,-4.57629020066909
1562,-7.78595149824947,-4.57353917445963
1563,-7.76010013733937,-4.57091274640618
1564,-7.73423983603805,-4.56843067283951
1565,-7.70826888131147,-4.56608596330679
1566,-7.68231891701756,-4.5638743616058
1567,-7.65641886815298,-4.56176992874509
1568,-7.63052524106223,-4.55977425664346
1569,-7.60453102991433,-4.55787314089229
1570,-7.57858184732687,-4.55607554384985
1571,-7.55264220761065,-4.55436447074122
1572,-7.52671662736447,-4.55274395601358
1573,-7.5006926610839,-4.55123613130833
1574,-7.47472229976384,-4.54983266115329
1575,-7.4487542632145,-4.54850745841518
1576,-7.42280421237483,-4.5472734233292
1577,-7.39677117825688,-4.54614431741975
1578,-7.37083701435576,-4.54508653252567
1579,-7.34485620889253,-4.5440896201606
1776,-2.5449013728053,-4.78793590169339
1777,-2.51932011811046,-4.78504126410985
1778,-2.49464083329231,-4.78155789089292
1779,-2.46982323777579,-4.77735432223874
1780,-2.4445607399993,-4.77231903556457
1781,-2.41942984690094,-4.7666455994109
1782,-2.39430100306401,-4.76044850397121
1783,-2.36925782836142,-4.75376900173991
1784,-2.34506587453163,-4.74660744532462
1785,-2.32185199462559,-4.73904931925737
1786,-2.29788527428475,-4.73072150837345
1787,-2.27424987709971,-4.7220832726459
1788,-2.25048645007067,-4.71303732467938
1789,-2.22643524425586,-4.70364798975373
1790,-2.20238337193594,-4.69394070495504
1791,-2.17830257650391,-4.68399899172828
1792,-2.15439871846042,-4.67398804855477
1793,-2.13069974604336,-4.66392383717446
1794,-2.10813343109935,-4.65397457287638
1795,-2.08442590728409,-4.64338510728565
1796,-2.06058716137898,-4.6329451909083
1797,-2.03683061655582,-4.62275750116815
1798,-2.01291993654274,-4.61250435105324
1799,-1.98889023353696,-4.60228947493351
1800,-1.96490442336499,-4.59224230361447
1801,-1.94161317731538,-4.58264563189144
1802,-1.91792728657797,-4.57304413257766
1803,-1.89356830704094,-4.56345080375949
1804,-1.86924936542441,-4.55417765624294
1805,-1.84578259087134,-4.5454304284144
1806,-1.82230024499826,-4.53678371520579
1807,-1.79868793988396,-4.52820356911984
1808,-1.77518107641588,-4.51982891269799
1809,-1.75082754950314,-4.51131378274194
1810,-1.72620519825214,-4.50284625292152
1811,-1.70143067393614,-4.49453548375338
1812,-1.67669168314135,-4.48637326293438
1813,-1.65205940062449,-4.47832520833275
1814,-1.62734071479679,-4.47027453600082
1815,-1.60252294696056,-4.46222352946298
1816,-1.57811813268738,-4.45434824078205
1817,-1.55402159924354,-4.44661132980723
1818,-1.5301063976903,-4.43892545598828
1819,-1.50577578371147,-4.43107749428995
1820,-1.48141609273799,-4.42322915063988
1821,-1.4574249856454,-4.4154843134636
1822,-1.43385421299242,-4.40780585430755
1823,-1.41005028429867,-4.39998865182347
1824,-1.38532843896911,-4.39181847607599
1825,-1.36085562399231,-4.38352108666725
1826,-1.3363764069091,-4.37504933355364
1827,-1.31280302683767,-4.36667965570253
1828,-1.28945079474778,-4.35825327810254
1829,-1.26560892723679,-4.34955677996669
1830,-1.24138110136594,-4.34046465276374
1831,-1.21712226101327,-4.33111200680626
1832,-1.19291493557844,-4.32156941224381
1833,-1.16896309972258,-4.31190584788164
1834,-1.14503505892549,-4.30201259096628
1835,-1.12111261255263,-4.29188178113477
1836,-1.09717761688525,-4.28145020998516
1837,-1.07378280285228,-4.27111017486133
1838,-1.05124260720523,-4.26087934481441
1839,-1.02818645907506,-4.25006736065139
1840,-1.00487107455758,-4.23880636171202
1841,-0.982380023234343,-4.22764255406328
1842,-0.959949467773151,-4.21620084078775
1843,-0.936999645932234,-4.20415079696945
1844,-0.914224978215525,-4.19180209745751
1845,-0.892340337122142,-4.17966728926795
1846,-0.870513209898325,-4.16725136519103
1847,-0.848146988044549,-4.15416059298696
1848,-0.825981879016013,-4.14086763923457
1849,-0.80459758388847,-4.12771274944547
1850,-0.783547086109855,-4.11434622775202
1851,-0.761963712648392,-4.10017301160759
1852,-0.740514222066147,-4.08572560205415
1853,-0.719115451354599,-4.0710267650034
1854,-0.69785840279883,-4.05610477258898
1855,-0.676887988031803,-4.04102601524077
1856,-0.656753478433124,-4.02617215502204
1857,-0.636431867839729,-4.01082854056014
1858,-0.615791117704783,-3.99496225288001
1859,-0.595475265637615,-3.97897533020801
1860,-0.575272502862649,-3.96279999995326
1861,-0.555101801783083,-3.94643228942597
1862,-0.535686252165519,-3.9303849989874
1863,-0.517304355120049,-3.91490365324974
1864,-0.502544674264795,-3.90222579872355
1865,-0.493365986530711,-3.89424192609692
1866,-0.490075241061074,-3.89136955750509
1867,-0.490103058193407,-3.89139053101846
1868,-0.490160590663433,-3.89143794357975
1869,-0.490217969311907,-3.8914853627639
1870,-0.490275375819853,-3.89153288627433
1871,-0.490332886321834,-3.89158054541385
1872,-0.49039053141016,-3.8916283500976
1873,-0.490448323405039,-3.89167630591456
1874,-0.48936993386573,-3.89073061273114
1875,-0.483535463968517,-3.88558076645173
1876,-0.471793755556633,-3.87495847697455
1877,-0.455850779709609,-3.86010007351577
1878,-0.439123977122221,-3.84383145570131
1879,-0.421640177759782,-3.82544518531999
1880,-0.404939040989832,-3.8061014643212
1881,-0.389197141443418,-3.78603126853763
1882,-0.374293690290754,-3.76518444341078
1883,-0.360209870190598,-3.74362524128718
1884,-0.347027397287411,-3.72162373191646
1885,-0.334740938152661,-3.69919368775771
1886,-0.323243962767265,-3.67622816729357
1887,-0.312871978614553,-3.65341047062344
1888,-0.303617441136517,-3.63106384251399
1889,-0.294686446174212,-3.60781103940476
1890,-0.286377257296606,-3.5842022628099
1891,-0.278478943391445,-3.55972132734031
1892,-0.271107449505717,-3.53499168130531
1893,-0.264238909251889,-3.51001804952321
1894,-0.257925791651265,-3.48494622336297
1895,-0.252157650389859,-3.45987807426405
1896,-0.246839522256382,-3.43459504539427
1897,-0.241945673503828,-3.40910827087642
1898,-0.23745935760798,-3.38355230160412
1899,-0.233405575974527,-3.35810502783789
1900,-0.229730239624234,-3.33249928898854
1901,-0.226402790933876,-3.30674414121409
1902,-0.223421921189109,-3.28101340404891
1903,-0.220776919209153,-3.25532042783631
1904,-0.21844697424923,-3.2295366838403
1905,-0.216428886597084,-3.20366565778544
1906,-0.214685328081678,-3.17782740409254
1907,-0.213193290856319,-3.15196888088925
1908,-0.211947231213055,-3.12608325187698
1909,-0.210924625598591,-3.10017576659034
1910,-0.210077322854166,-3.07425517654202
1911,-0.209425122353635,-3.04831667008596
1912,-0.208940441573831,-3.02238469320068
1913,-0.208638790866596,-2.99649372330864
1914,-0.208471052658568,-2.97053826015118
1915,-0.208449035409947,-2.94453370843229
1916,-0.208542161663458,-2.91858574892865
1917,-0.20876739699333,-2.8926890600141
1918,-0.209073627623359,-2.86672266666063
1919,-0.209490189283504,-2.84071247609946
1920,-0.210013134772774,-2.81476351290287
1921,-0.210638346448568,-2.78884416159097
1922,-0.211337076146853,-2.76287482248601
1923,-0.212101278675213,-2.7368845068328
1924,-0.212933107304888,-2.71171739240317
1925,-0.213898350127523,-2.68817618123496
1926,-0.215119240567522,-2.66358989277217
1927,-0.216517352530693,-2.63759488901601
1928,-0.218024665770668,-2.6117123020216
1929,-0.219632858783494,-2.58582399651078
1930,-0.221272623877887,-2.55990325576505
1931,-0.22294088594534,-2.53390410656507
1932,-0.224619804356837,-2.50799867214945
1933,-0.226312315297157,-2.48210982716426
1934,-0.227984682198082,-2.45617912507574
1935,-0.229640664966317,-2.43016802908566
1936,-0.23126526369687,-2.4042452246814
1937,-0.232869823998529,-2.37833498083304
1938,-0.234413311519781,-2.35238647555651
1939,-0.235913185235536,-2.32636555436585
1940,-0.237373824485529,-2.30044497341292
1941,-0.238789897060208,-2.27452535157971
1942,-0.240134708289169,-2.24855874286472
1943,-0.241410700924404,-2.22252763679833
1944,-0.242649834436302,-2.1965954738619
1945,-0.243849981054572,-2.17065727586381
1946,-0.244991874093097,-2.14468732350064
1947,-0.246118984053973,-2.11867003468955
1948,-0.247279635274752,-2.09279235093328
1949,-0.248419656654798,-2.06684766348736
1950,-0.249492707052766,-2.0408676991703
1951,-0.250508838290543,-2.01483723218391
1952,-0.251494947004737,-1.98889526959172
1953,-0.252455321325429,-1.96293726478539
1954,-0.253355624204531,-1.93695053034139
1955,-0.254205554142167,-1.91092375807145
1956,-0.255032267989053,-1.88497987530661
3047,-0.347952942553887,26.0703103867983
3048,-0.348472183599526,26.0800940438115
3049,-0.34913637990594,26.087978848404
3050,-0.349832906907379,26.0940042728749
3051,-0.35050103406128,26.0986504209353
3052,-0.351145866689809,26.1023699491984
3053,-0.351699523772507,26.1051806452086
3054,-0.352209780694089,26.1074956774084
3055,-0.353009891571945,26.110845883519
3056,-0.35469409923994,26.1177819199493
3057,-0.35834931200319,26.1319782991154
3058,-0.364155354666237,26.1530145815432
3059,-0.370655191157579,26.1761237088798
3060,-0.377469548474803,26.2008260842733
3061,-0.384020107138255,26.2261375881155
3062,-0.390146793284321,26.2516354910286
3063,-0.395823488572598,26.2770904200411
3064,-0.401080005891864,26.3025967600419
3065,-0.405936091954074,26.3282821297199
3066,-0.410397851079656,26.354025681893
3067,-0.414507772240358,26.3797758620776
3068,-0.41828837436541,26.4055574487606
3069,-0.421726393636174,26.4314429656021
3070,-0.424850288062343,26.4573095335908
3071,-0.427695165233335,26.4832332218966
3072,-0.430266418137436,26.5091687155591
3073,-0.432557422110191,26.5351490334279
3074,-0.434588133871757,26.5610642570555
3075,-0.436396543969037,26.5870647972232
3076,-0.438011296746771,26.6131167824633
3077,-0.439393226255855,26.6391311566141
3078,-0.440576800060742,26.6650638874747
3079,-0.44159800620217,26.6911018357795
3080,-0.442442052078186,26.7172079209841
3081,-0.44309893435963,26.7432189927527
3082,-0.443599048557807,26.7691499628466
3083,-0.443962533679179,26.7951899919664
3084,-0.444214685664685,26.8213030324338
3085,-0.444335110981371,26.8472972569789
3086,-0.444340081279029,26.8732334835005
3087,-0.444220135998828,26.8992901861364
3088,-0.443904475395688,26.9254396577793
3089,-0.443381292881324,26.9514409683354
3090,-0.44265677874688,26.9773983597222
3091,-0.44174625381528,27.0034474336099
3092,-0.440667331297664,27.0295605958034
3093,-0.439465677916015,27.0555348290371
3094,-0.43814755182803,27.0814460141286
3095,-0.436728898001307,27.1074441440949
3096,-0.435244402179048,27.1334950185565
3097,-0.433795170216299,27.1593851105599
3098,-0.432331024763641,27.1852757337875
3099,-0.430846910307875,27.2112517277118
3100,-0.42935248203928,27.237299937672
3101,-0.427860566415275,27.2632121156033
3102,-0.426368581686611,27.2890979904086
3103,-0.424939151887321,27.3138060384146
3104,-0.423431114094956,27.3393617580274
3105,-0.421841126942558,27.3652933999356
3106,-0.420210798754825,27.3911728998255
3107,-0.418533828912044,27.417140149134
3108,-0.416803744268591,27.4431836767396
3109,-0.415053641464777,27.469092109531
3110,-0.41328458522321,27.4949571988063
3111,-0.41150144893775,27.5209126808849
3112,-0.409690788728308,27.5469433377719
3113,-0.407884474371167,27.5728374272704
3114,-0.406113920785133,27.5986648630948
3115,-0.404472123113187,27.6245937393439
3116,-0.402951372865151,27.6506190531601
3117,-0.401567272511852,27.6765119837491
3118,-0.400309371912769,27.7023623654407
3119,-0.399187628601189,27.7283201668758
